,text,label
1,"“Previous satellite estimates of modern ice losses tried to take this into account, but precise new GPS data showed much of Greenland is rising far more rapidly than thought, up to 12mm a year. This means 19 cubic kilometres more ice is falling into the sea each year, an increase of about 8% on earlier figures.”",hasty generalization
0,“Stress from unusually warm ocean water heated by man-made climate change and the natural El Niño climate pattern caused the die-off.”,nothing
1,"In its 5th assessment report in 2013, the IPCC estimated that human emissions are probably responsible for more than half of the observed increase in global average temperature from 1951 to 2010. But it means a chunk of the rise is coming from elsewhere.",nothing
2,"“While transient weather variability is playing a key role here, the widespread record warmth across the U.S. so far this year is part of a long-term trend toward more warm temperature records versus cold ones.”",nothing
3,"The buoy temperatures, which are measured by precise electronic thermistors, were adjusted upwards to match the questionable ship data. Given that the buoy network became more extensive during the pause, that’s guaranteed to put some artificial warming in the data.",nothing
4,“‘Continued investment in climate research and observations is vital if our scientific knowledge is to keep pace with the rapid rate of climate change.’”,nothing
5,"“The amount of summer sea ice in the Arctic has steadily declined over the past few decades because of man-made global warming, according to the National Oceanic and Atmospheric Administration.”",nothing
6,"“Instead of a three-foot increase in ocean levels by the end of the century, six feet was more likely, according to DeConto and Pollard’s findings. But if carbon emissions continue to track on something resembling a worst-case scenario, the full 11 feet of ice locked in West Antarctica might be freed up, their study showed.”",nothing
7,"“The ‘ancient carbon’ of Alaska’s tundras is being released, starting a vicious warming cycle ‘This is ancient carbon, thousands and millions of years old.’ It’s being released ‘much earlier than we thought.”",nothing
8,“at least four feet of sea-level rise and possibly ten by the end of the century”,nothing
9,"“Sea level rise is global. But due to a variety of factors – including, for this part of the Atlantic coast, a likely weakening of the Gulf Stream, itself potentially a result of the melting of Greenland’s ice caps – south Floridians are feeling the effects more than many others. While there has been a mean rise of a little more than 3mm per year worldwide since the 1990s, in the last decade, the NOAA Virginia Key tide gauge just south of Miami Beach has measured a 9mm rise annually.”",nothing
10,“The Northern Hemisphere jet stream […] flow is stronger when that temperature difference is large. But when the Arctic warms up faster than the equator does […] the jet stream’s flow can become weakened and elongated. That’s when you can get the resultant weather extremes.”,nothing
11,"“The jet stream forms a boundary between the cold north and the warmer south, but the lower temperature difference means the winds are now weaker. This means the jet stream meanders more, with big loops bringing warm air to the frozen north and cold air into warmer southern climes.”",nothing
12,"“if oceans do become warmer due to ‘climate change’, the effect will be for them to ‘outgas’ CO2, not absorb more of it”",nothing
13,"“The melting Greenland ice sheet is already a major contributor to rising sea level and if it was eventually lost entirely, the oceans would rise by six metres around the world, flooding many of the world’s largest cities.”",nothing
14,“And this winter’s near disaster at the overflowing Lake Oroville was in part caused by warm storms too.”,nothing
15,"“The review found that many studies had used flawed methods, subjecting marine creatures to sudden increases in carbon dioxide that would never be experienced in real life. In some cases it was levels far beyond what would ever be reached even if we burnt every molecule of carbon on the planet” ",nothing
16,"“the rapid ice loss recorded by satellite measurements over the last 20 years is not likely to be a blip, but part of a long-term trend being exacerbated by climate change. Global warming is driving major melting on the surface of Greenland’s glaciers and is speeding up their travel into the sea.”",nothing
17,“2017 is so unexpectedly warm it is freaking out climate scientists”,nothing
18,It has yet to be demonstrated that the climate change today is any different from those of the past.,nothing
19,"“Global warming is largely being driven by emissions from human activities, but a strong El Niño – a natural climate cycle – added to the heat in 2016.”",nothing
20,“Arctic sea ice is thicker than ever”,nothing
21,“Federal scientists have documented a sharp jump in this nuisance flooding — often called ‘sunny-day flooding’ — along both the East Coast and the Gulf Coast in recent years. The sea is now so near the brim in many places that they believe the problem is likely to worsen quickly.”,nothing
22,"“The connection between the vanishing Arctic ice and extreme summer weather in the northern hemisphere is probable, according to scientists, but not yet as certain as the winter link.”",nothing
23,"“You can plug leaks in your home insulation to save power, install a smart thermostat, switch to more efficient light bulbs, turn off unused lights, drive fewer miles by consolidating trips or taking public transit, waste less food, and eat less meat.”",nothing
24,"“as surface temperatures of the oceans warm up, the immediate response is more water vapor in the atmosphere. We’re in a system inherently capable of producing more floods.”",nothing
25,"“We almost take forests as a given but we lose forest every year, which means we are diminishing them as a carbon sink.",nothing
26,"“An “inherent bias” in scientific journals in favour of more calamitous predictions has excluded research showing that marine creatures are not damaged by ocean acidification, which is caused by the sea absorbing carbon dioxide from the atmosphere.” ",nothing
27,"“Over the coming 25 or 30 years, scientists say, the climate is likely to gradually warm",nothing
28,“some countries are already talking about banning the sale of gasoline cars after 2030”,nothing
29,"there has been no systematic increase in the frequency of extreme weather events,",nothing
30,"“Without human intervention, the concentration of CO2 has climbed as high as 7,000 parts per million (ppm) in prior eras, whereas at present the concentration is just over 400 ppm.”",nothing
31,"“In 2013, scientists reached a consensus that three feet was the highest plausible rise by the year 2100. But now some of them are starting to say that six or seven feet may be possible.”",nothing
32,The planet’s average ground temperature has risen by around 1.62F (0.9C),nothing
33,"“In the U.S. about 9,000 people die from heat each year but 144,000 die from cold.”",nothing
34,"“Using satellite data rather than tide-gauge data that is normally used to measure sea levels allows for more precise estimates of global sea level, since it provides measurements of the open ocean.”",nothing
35,"Climate change? Global warming? What do we call it? […]You can think of global warming as one type of climate change. The broader term covers changes beyond warmer temperatures, such as shifting rainfall patterns.”",nothing
36,"there has been no systematic increase in the frequency of extreme weather events,",nothing
37,"More than 100 climate models over the past 30 years did not predict what actually happened because it was assumed carbon dioxide had the pivotal role in driving climate change and that the effects of clouds, back-radiation and the sun were trivial.",nothing
38,"Temperatures in the Southwest increased by nearly two degrees Fahrenheit (one degree Celsius) from 1901 to 2010, and some climate models forecast a total rise of six degrees or more by the end of this century.",nothing
39,there is no relationship between temperature and carbon dioxide emissions by ­humans,nothing
40,“People tend to think of an ice-free Arctic in summer in terms of it merely being a symbol of global change.”,nothing
0,"“…scientist James Hansen unequivocally stated: ‘We have at most ten years—not ten years to decide upon action, but ten years to alter fundamentally the trajectory of global greenhouse emissions.'”",false causality
1,"He also said that silt washing into the ocean from the world’s major rivers, including the Mississippi, the Amazon and the Nile, is contributing to sea-level rise.",false causality
0,"We may not be able to stop it, but we’d better get ready to adapt to it.",equivocation
1,"“It seems self-evident that rising sea levels will reduce land area. However, there is a process of accretion, where coral broken up by the waves washes up on these low-lying islands as sand, counteracting the reduction in land mass. Research shows that this process is overpowering the erosion from sea-level rise, leading to net land-area gain.”",equivocation
2,“Global human emissions are only 3 per cent of total annual emissions.”,equivocation
3,"” ‘and it’s only got to take one sizable volcano to erupt and all the models, everything else, is right off the board’ ” ",equivocation
4,"CO2 is not powerful in that sense, the only thing it does in the system is make the planet greener.",equivocation
5,“the satellites now show that in recent months global temperatures have plummeted by more that [sic] 0.6 degrees”,equivocation
6,"whenever in the past there was an explosion of plant life, the carbon dioxide content was far higher than at present.",equivocation
7,"“[…]even if the countries of the world agree to do what they promised on climate change, […]the promised actions will have no measurable effect on future global temperatures.”",equivocation
8,"“climate economists see a positive externality, not a negative one, from the human influence on climate. (In technical lingo, the so-called social cost of carbon would be negative.)”",equivocation
9,"“Entire states and nations have to decide to clean up their energy systems, using every tool available and moving as quickly as they can.”",equivocation
10,"“The fall, revealed by Nasa satellites, has been caused by the end of El Nino”",equivocation
11,But-but-but-but Alexandria Ocasio-Crazy told me we only have 12 years!,equivocation
12,"“Moreover, its warming impact decreases sharply after the first 20 or 30 ppm. Adding more CO2 molecules to the atmosphere is like painting over a red wall with white paint — the first coat does most of the work of concealing the red. A second coat of paint has much less of an effect, while adding a third or fourth coat has almost no impact at all.”",equivocation
0,This scientist proved climate change isn’t causing extreme weather ,strawman in MAFALDA
1,"“Unlike genuine pollutants, carbon dioxide (CO2) is an odorless, colorless gas. Every human being exhales about two pounds of CO2 a day, along with a similar amount of water vapor. CO2 is nontoxic to people and animals”",strawman in MAFALDA
2,"“The term ocean acidification was also a misnomer, he said, because it suggested that the oceans could become acidic instead of alkaline.” ",strawman in MAFALDA
3,New Report Warns “High Likelihood Of Human Civilization Coming To An End” Within 30 Years,strawman in MAFALDA
4,"“Climate change might be worse than thought after scientists find major mistake in water temperature readings The sea was much colder than previously thought, the study suggests, indicating that climate change is advancing at an unprecedented rate”",strawman in MAFALDA
5,"“The research challenges the ways that researchers have worked out sea temperatures until now, meaning that they may be increasing quicker than previously suggested.”",strawman in MAFALDA
6,what this study proves is that there is nothing we can do to stop the Earth’s naturally occurring climate cycles.,strawman in MAFALDA
0,“But the observed warming as monitored by satellites (our only truly global monitoring system) has been only about half of what computerized climate models say should be happening.”,equivocation
1,Protecting and restoring forests would reduce 18% of emissions by 2030,equivocation
2,“Coral bleaching has devastated 93% of the Great Barrier Reef”,equivocation
3,"“Entire states and nations have to decide to clean up their energy systems, using every tool available and moving as quickly as they can.”",equivocation
4,“And some plants – like algae which use carbon for photosynthesis – may even benefit.”,equivocation
5,“The acceleration is making some scientists fear that Antarctica’s ice sheet may have entered the early stages of an unstoppable disintegration.”,equivocation
6,“But the new research shows that the amount of oxygen in those shells doesn’t actually remain constant over time.”,equivocation
7,"“The problem with this ploy is that carbon dioxide is not a pollutant and it is dishonest to say it is. CO2 is colorless, odorless and completely non-toxic. Plants depend on it to live and grow, and human beings draw some into their lungs with every breath they take to no ill effect whatsoever. Growers regularly pump CO2 into greenhouses, raising levels to three times that of the natural environment, to produce stronger, greener, healthier plants.”",equivocation
8,“Not everyone is convinced that the evidence is in that climate change is responsible for extreme swings between drought and deluge.”,equivocation
9,“a constant swarm of out-of-control typhoons and tornadoes and floods and droughts”,equivocation
10,the first scientists to show that the thick icecap that once covered the Arctic ocean was beginning to thin and shrink.”,equivocation
11,"“and we will need to have invented technologies to extract, annually, twice as much carbon from the atmosphere as the entire planet’s plants now do”",equivocation
12,"“Recent computer forecasts suggest that if greenhouse gas emissions continue at a high level, parts of Antarctica could break up rapidly, causing the ocean to rise six feet or more by the end of this century. That is double the maximum increase that an international climate panel projected only four years ago. But those computer forecasts were described as crude even by the researchers who created them. ‘We could be decades too fast, or decades too slow,’said one of them, Robert M. DeConto of the University of Massachusetts, Amherst. ‘There are still some really big question marks about the trajectory of future climate around Antarctica.’”",equivocation
13,"data] show only slight warming, mostly at night and in winter",equivocation
0,"“In other words, we have, trapped in Arctic permafrost, twice as much carbon as is currently wrecking the atmosphere of the planet, all of it scheduled to be released at a date that keeps getting moved up, partially in the form of a gas that multiplies its warming power 86 times over.”",causal oversimplification
1,"“With more CO2 in the atmosphere, the challenge [feeding 2.5 billion more people] can and will be met.”",causal oversimplification
2,“tornadoes will grow longer and wider”,causal oversimplification
3,"One of the main areas of contention is the existence of two strange climate episodes known as The Medieval Warm Period (MWP) and the Little Ice Age. The MWP lasted from about 950 to 1250AD, and temperature ",causal oversimplification
4,"“In the sugarcane region of El Salvador, as much as one-fifth of the population has chronic kidney disease, including over a quarter of the men, the presumed result of dehydration from working the fields they were able to comfortably harvest as recently as two decades ago.”",causal oversimplification
5,“The human contribution can be up to 30 percent or so of the total rainfall coming out of the storm”,causal oversimplification
6,“Scientists are also expecting a ‘huge reduction’ in solar activity for 33 years between 2020 and 2053 that will cause thermometers to crash.”,causal oversimplification
7,"Shelters in poorer countries are not repainted as often, and darker stations absorb more of the sun’s energy.",causal oversimplification
8,“The new research showed that [oxygen isotopes in foraminifera] can change”,causal oversimplification
